id,name,latitude,longitude,prefecture,line_name
8fac198d-2b51-4ae5-8b79-8c01253d064b,虎杖浜,42.464695,141.215092,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
1fb90554-4089-43ab-8b38-c3f6ed9151dc,竹浦,42.49284,141.260395,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
fc4ba171-172d-423e-a019-b5078de42128,北吉原,42.509119,141.286199,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
3742ab60-6955-4107-962d-eb56c4d91186,萩野,42.521159,141.30603,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
1f14da39-2668-4fe7-a66b-329115748218,白老,42.55474,141.360054,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
a9e6e0a8-aceb-4988-946c-173ba535ba07,社台,42.578682,141.417433,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
962a9a85-0027-4eff-b29b-2ed5e9c57c46,錦岡,42.6025,141.48722,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
1bf5b292-fd94-4521-8184-b76f019417e8,糸井,42.6225,141.546187,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
764d88f5-5dec-4a52-920b-6055544b4835,青葉,42.62999,141.568278,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
d8f3df16-b619-4b80-86c0-c7cb9bca4306,苫小牧,42.639665,141.596837,北海道,JR室蘭本線(長万部・室蘭～苫小牧)
6ddd5546-5271-495d-8f96-d88e5de0d53b,苫小牧,42.639665,141.596837,北海道,JR室蘭本線(苫小牧～岩見沢)
de6f3693-b2e8-4667-8ad6-8b3d7e029a89,沼ノ端,42.672057,141.693132,北海道,JR室蘭本線(苫小牧～岩見沢)
9fe40e3c-be04-490f-99c3-b77efd244f3a,遠浅,42.729533,141.769568,北海道,JR室蘭本線(苫小牧～岩見沢)
69557e3d-62f7-4d26-8746-ec5df8ffcd0f,早来,42.765237,141.814106,北海道,JR室蘭本線(苫小牧～岩見沢)
f4a7873f-407f-46a7-b270-5a37e0fab57f,安平,42.814007,141.825283,北海道,JR室蘭本線(苫小牧～岩見沢)
5288a224-6fea-4f44-962f-6003bcfe5278,追分,42.873316,141.810678,北海道,JR室蘭本線(苫小牧～岩見沢)
57c191c5-3b07-4256-92f7-9b493f84c7b5,三川,42.945029,141.800778,北海道,JR室蘭本線(苫小牧～岩見沢)
3bda5478-9bf0-41b5-911d-46394c341db8,古山,42.975256,141.793969,北海道,JR室蘭本線(苫小牧～岩見沢)
24fe4f0c-eb64-4f00-8699-1f2d50db2e6c,由仁,43.012206,141.785868,北海道,JR室蘭本線(苫小牧～岩見沢)
85aedd5e-8fe2-4192-8504-173cf9abb167,栗山,43.058164,141.775603,北海道,JR室蘭本線(苫小牧～岩見沢)
3bbf43e7-f5cb-42db-9d11-839febaafe18,栗丘,43.085444,141.744333,北海道,JR室蘭本線(苫小牧～岩見沢)
13ce57ba-b356-4521-aed0-2815faa3f862,栗沢,43.120367,141.739743,北海道,JR室蘭本線(苫小牧～岩見沢)
c9231c2b-1a94-480b-896e-c35460e5bf3e,志文,43.158903,141.744443,北海道,JR室蘭本線(苫小牧～岩見沢)
8b865026-044b-442e-8004-66259d0edd42,岩見沢,43.204201,141.759359,北海道,JR室蘭本線(苫小牧～岩見沢)
54d10617-317f-4279-b21b-2301df6717d6,滝川,43.555278,141.900807,北海道,JR根室本線(滝川～新得)
bf4da542-2add-47a4-8d4a-711097efb8d5,東滝川,43.574037,141.98031,北海道,JR根室本線(滝川～新得)
3c04d76e-54c5-4f3a-b65b-0966ec3f86d7,赤平,43.555144,142.048669,北海道,JR根室本線(滝川～新得)
f401b2cc-7e44-4c4c-b5d3-7f06e20f3582,茂尻,43.537314,142.082156,北海道,JR根室本線(滝川～新得)
9597ef32-a619-49e9-b2f9-70f2509a8ec5,平岸,43.541401,142.123872,北海道,JR根室本線(滝川～新得)
97e56aca-368c-402f-bddc-bac488a1dd4d,芦別,43.516636,142.184543,北海道,JR根室本線(滝川～新得)
9adde229-f324-446d-8507-38c9475c3df1,上芦別,43.48871,142.210855,北海道,JR根室本線(滝川～新得)
aa502a40-8393-434b-acd5-76c14f3cf450,野花南,43.474418,142.261772,北海道,JR根室本線(滝川～新得)
77446c39-7d0b-4e51-83a5-afb927ca60ee,島ノ下,43.3744,142.350406,北海道,JR根室本線(滝川～新得)
33147dea-7d25-4526-83bf-56b750fa3a87,富良野,43.347114,142.391374,北海道,JR根室本線(滝川～新得)
02f465a8-7fa6-4f68-8638-44860b0de21a,布部,43.291991,142.400595,北海道,JR根室本線(滝川～新得)
c4a64c71-37ae-4e3a-94ab-23745961698d,山部,43.244645,142.381522,北海道,JR根室本線(滝川～新得)
a50311f0-d2c3-4973-bf43-cad1da37fce4,下金山,43.197328,142.415402,北海道,JR根室本線(滝川～新得)
fb672dae-3826-4f80-ba6d-4df6afd66359,金山,43.136115,142.416201,北海道,JR根室本線(滝川～新得)
4ee8c8b6-5537-4ff3-9ea2-24cf6d20273b,東鹿越,43.164011,142.523472,北海道,JR根室本線(滝川～新得)
987c3767-63dc-47e9-9d7c-05188414fedc,幾寅,43.161582,142.569474,北海道,JR根室本線(滝川～新得)
fa3ef246-2ccc-4aa1-910e-c1f66c34da0e,落合,43.125055,142.669104,北海道,JR根室本線(滝川～新得)
1dbc288b-8550-4899-ac85-34d0c34a1ede,新得,43.082501,142.832432,北海道,JR根室本線(滝川～新得)
8f83e191-2c16-4a21-bf91-c3739c0dca12,新得,43.082501,142.832432,北海道,JR根室本線(新得～釧路)
7b4cbe1e-9efb-4706-b3ab-8706e1580e67,十勝清水,43.012892,142.879535,北海道,JR根室本線(新得～釧路)
915384fb-8aef-45aa-b71e-05c33d900f20,羽帯,42.957499,142.906646,北海道,JR根室本線(新得～釧路)
6a380ad5-b992-41d1-b9ce-63934a660f25,御影,42.942418,142.935739,北海道,JR根室本線(新得～釧路)
79ac63bf-7286-4844-b12d-da9af5ff4f4c,芽室,42.909846,143.047991,北海道,JR根室本線(新得～釧路)
37778122-50ee-4937-b0e4-452072f57d8c,大成,42.918662,143.071241,北海道,JR根室本線(新得～釧路)
01e76ee4-f61e-4fc5-b807-f31ad286a87d,西帯広,42.923941,143.126351,北海道,JR根室本線(新得～釧路)
a98245fa-4011-4b88-8f8d-e82862d687c7,柏林台,42.928877,143.1645,北海道,JR根室本線(新得～釧路)
e182d806-a0c9-4290-959b-f7e89b9e08ee,帯広,42.917997,143.20195,北海道,JR根室本線(新得～釧路)
1b4dc54d-62da-4c99-b3c2-6a999d6dafce,札内,42.912697,143.256248,北海道,JR根室本線(新得～釧路)
efa388ed-7943-44c0-9515-1aeeede6abc2,稲士別,42.903963,143.297528,北海道,JR根室本線(新得～釧路)
926fb2fb-b016-4387-af81-4147bd3cd537,幕別,42.90784,143.359293,北海道,JR根室本線(新得～釧路)
7981904c-f1e1-436a-a0dc-ad2adf8d9b02,利別,42.934706,143.424445,北海道,JR根室本線(新得～釧路)
02744067-e3f3-4f80-b4eb-1de88c54c248,池田,42.922186,143.453033,北海道,JR根室本線(新得～釧路)
cf7ee10b-d286-4074-b8ce-c1beb3cb7f3e,十弗,42.855781,143.500797,北海道,JR根室本線(新得～釧路)
6aa5732d-d367-4ba5-9039-e9ac3b8a62a6,豊頃,42.817548,143.538615,北海道,JR根室本線(新得～釧路)
5ed28faf-acad-42fa-9893-46464083d274,新吉野,42.778238,143.60826,北海道,JR根室本線(新得～釧路)
d464c33c-7d0f-483a-979b-1ff3f19d4e90,浦幌,42.810849,143.651568,北海道,JR根室本線(新得～釧路)
309b9d52-86ca-4a90-ab27-f969b5c5e275,上厚内,42.831881,143.749788,北海道,JR根室本線(新得～釧路)
b43ef3ab-f8cf-4ca6-906b-05d8409fb6db,厚内,42.809539,143.814389,北海道,JR根室本線(新得～釧路)
42c4c5f6-73fa-41cb-9dfd-77556e2e8ef0,直別,42.852205,143.863607,北海道,JR根室本線(新得～釧路)
130cb640-9ec0-479e-9b36-a96c47595587,尺別,42.869163,143.904331,北海道,JR根室本線(新得～釧路)
3f549e17-6cab-43a1-8d4b-0af7107b6e5c,音別,42.888997,143.932442,北海道,JR根室本線(新得～釧路)
8ea62a9a-609a-43b9-b7b8-c2179b763b7a,古瀬,42.947893,144.008589,北海道,JR根室本線(新得～釧路)
0bde5317-10e4-4680-ac09-59c2190ec8db,白糠,42.956161,144.076879,北海道,JR根室本線(新得～釧路)
738d199b-92d0-4e0e-9dc6-96cfb10e9a0e,西庶路,42.976138,144.129826,北海道,JR根室本線(新得～釧路)
356e6722-0fe9-4735-bf6e-80e911e7174d,庶路,42.983601,144.150018,北海道,JR根室本線(新得～釧路)
ac05113e-8573-49a7-8de5-f84c6b13eab3,大楽毛,43.009078,144.273879,北海道,JR根室本線(新得～釧路)
3d2d16c5-6781-46d7-8661-a9db881f20ca,新大楽毛,43.009423,144.295558,北海道,JR根室本線(新得～釧路)
b4249c9c-eb8a-4d9c-a96f-19647f43c122,新富士,43.001605,144.350758,北海道,JR根室本線(新得～釧路)
952c0071-0134-4080-9627-4263547b7a28,釧路,42.990584,144.381983,北海道,JR根室本線(新得～釧路)
afc91dd4-26fd-46e5-b962-ef85dedf090b,釧路,42.990584,144.381983,北海道,花咲線
790b9fee-b7ff-498b-a08f-2d949bd646ec,東釧路,42.995207,144.411307,北海道,花咲線
53740f69-d26a-4bdb-b3d0-8da99ee654fe,武佐,42.991364,144.426681,北海道,花咲線
ef131ee7-9b5d-4013-8a0e-bf751e9919cf,別保,42.994384,144.469596,北海道,花咲線
b12c22e8-adb7-4f4a-b039-7be44ac7afc0,上尾幌,43.032893,144.61239,北海道,花咲線
731b470e-6541-40d6-9011-5e93a672fe8c,尾幌,43.018463,144.703758,北海道,花咲線
